cap-shape,cap-surface,cap-color,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,spore-print-color,population,habitat,edible
k,y,n,y,c,n,b,t,?,w,v,d,p
k,y,n,s,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,p,p
f,s,e,f,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,p,p
f,s,n,s,c,n,b,t,?,w,v,d,p
f,y,e,s,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,l,p
x,y,e,f,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,p,p
x,s,n,y,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,p,p
x,s,n,n,c,b,n,e,?,y,v,l,e
k,s,n,y,c,n,b,t,?,w,v,p,p
f,s,n,y,c,n,b,t,?,w,v,l,p
k,y,e,f,c,n,b,t,?,w,v,p,p
x,y,c,n,c,b,w,e,b,w,y,p,e
b,s,n,n,c,b,n,e,?,y,c,l,e
k,s,g,n,w,b,w,e,?,w,n,g,e
x,f,g,n,w,b,g,e,?,w,s,g,e
x,s,n,s,c,n,b,t,?,w,v,d,p
k,y,e,f,c,n,b,t,?,w,v,p,p
x,s,n,n,c,b,o,e,?,o,c,l,e
k,s,e,s,c,n,b,t,?,w,v,d,p
b,y,y,n,w,n,y,e,c,w,c,l,p
x,s,e,f,c,n,b,t,?,w,v,d,p
b,s,g,n,w,b,g,e,?,w,n,g,e
k,y,e,f,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,d,p
k,f,g,n,w,b,w,e,?,w,s,g,e
k,s,n,s,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,d,p
f,s,e,f,c,n,b,t,?,w,v,l,p
b,f,g,n,w,b,p,e,?,w,n,g,e
f,y,n,s,c,n,b,t,?,w,v,d,p
f,s,n,y,c,n,b,t,?,w,v,p,p
f,s,n,n,c,b,o,e,?,n,c,l,e
x,y,p,n,c,b,w,e,b,w,y,p,e
f,s,n,y,c,n,b,t,?,w,v,d,p
k,y,e,y,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,l,p
b,s,w,n,w,b,w,e,?,w,n,g,e
x,y,e,f,c,n,b,t,?,w,v,p,p
f,y,e,y,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,l,p
k,y,n,f,c,n,b,t,?,w,v,d,p
x,f,w,n,w,b,p,e,?,w,s,g,e
b,s,w,n,w,b,p,e,?,w,n,g,e
k,s,e,y,c,n,b,t,?,w,v,l,p
f,y,n,y,c,n,b,t,?,w,v,l,p
f,y,n,n,c,b,w,e,b,w,v,p,e
k,s,n,s,c,n,b,t,?,w,v,d,p
k,s,n,y,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,l,p
f,y,e,m,c,b,w,e,c,w,c,d,p
x,s,e,f,c,n,b,t,?,w,v,d,p
k,y,e,s,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,l,p
k,s,e,f,c,n,b,t,?,w,v,l,p
k,y,n,f,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,p,p
x,f,w,n,w,b,w,e,?,w,s,g,e
k,s,n,s,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,d,p
k,s,e,s,c,n,b,t,?,w,v,l,p
k,y,n,s,c,n,b,t,?,w,v,l,p
k,f,w,n,w,b,g,e,?,w,s,g,e
k,s,n,f,c,n,b,t,?,w,v,p,p
k,y,n,s,c,n,b,t,?,w,v,l,p
k,s,n,s,c,n,b,t,?,w,v,l,p
k,s,e,s,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,l,p
x,y,e,s,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,p,p
k,y,n,f,c,n,b,t,?,w,v,d,p
b,s,n,n,c,b,w,e,b,w,y,d,e
f,s,n,f,c,n,b,t,?,w,v,p,p
k,y,e,f,c,n,b,t,?,w,v,d,p
x,s,n,n,c,b,w,e,b,w,y,d,e
f,s,n,f,c,n,b,t,?,w,v,d,p
k,s,n,y,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,p,p
x,s,n,s,c,n,b,t,?,w,v,p,p
k,f,w,n,w,b,w,e,?,w,s,g,e
f,y,e,f,c,n,b,t,?,w,v,d,p
x,s,e,y,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,l,p
f,s,n,f,c,n,b,t,?,w,v,p,p
k,s,n,y,c,n,b,t,?,w,v,l,p
k,s,e,f,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,l,p
x,s,e,f,c,n,b,t,?,w,v,d,p
b,s,n,n,c,b,w,e,b,w,y,p,e
k,s,e,y,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,p,p
f,s,e,s,c,n,b,t,?,w,v,l,p
b,s,n,n,c,b,n,e,?,n,c,l,e
k,s,g,n,w,b,p,e,?,w,n,g,e
k,y,e,m,c,b,y,e,c,w,c,d,p
k,y,e,y,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,d,p
k,s,n,n,c,b,y,e,?,o,c,l,e
f,y,e,s,c,n,b,t,?,w,v,d,p
k,y,e,s,c,n,b,t,?,w,v,d,p
k,f,w,n,w,b,p,e,?,w,s,g,e
x,s,g,n,w,b,w,e,?,w,s,g,e
k,s,n,n,c,b,y,e,?,o,v,l,e
k,y,e,s,c,n,b,t,?,w,v,d,p
k,y,n,s,c,n,b,t,?,w,v,l,p
k,s,e,s,c,n,b,t,?,w,v,p,p
x,s,w,n,w,b,w,e,?,w,s,g,e
k,s,w,n,w,b,g,e,?,w,n,g,e
k,s,w,n,w,b,p,e,?,w,s,g,e
k,s,e,f,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,p,p
k,s,g,n,w,b,w,e,?,w,s,g,e
x,f,w,n,w,b,g,e,?,w,s,g,e
k,y,e,f,c,n,b,t,?,w,v,d,p
b,s,w,n,w,b,g,e,?,w,s,g,e
k,s,e,s,c,n,b,t,?,w,v,p,p
f,s,n,f,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,d,p
k,s,g,n,w,b,p,e,?,w,s,g,e
x,s,w,n,w,b,w,e,?,w,n,g,e
f,y,e,y,c,n,b,t,?,w,v,p,p
x,s,e,f,c,n,b,t,?,w,v,d,p
x,f,w,n,w,b,g,e,?,w,s,g,e
k,f,w,n,w,b,g,e,?,w,n,g,e
f,s,e,s,c,n,b,t,?,w,v,d,p
f,s,g,n,c,b,w,e,b,w,v,p,e
k,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,p,p
k,s,n,n,c,b,y,e,?,b,c,l,e
x,s,n,n,c,b,n,e,?,n,c,l,e
k,y,e,s,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,d,p
k,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,y,c,n,b,t,?,w,v,l,p
k,f,w,n,w,b,g,e,?,w,n,g,e
k,s,n,n,c,b,o,e,?,n,c,l,e
k,y,c,m,c,b,w,e,c,w,c,d,p
x,f,g,n,w,b,g,e,?,w,s,g,e
x,s,n,n,c,b,n,e,?,o,v,l,e
x,s,n,n,c,b,y,e,?,b,v,l,e
k,y,e,s,c,n,b,t,?,w,v,p,p
k,f,w,n,w,b,p,e,?,w,n,g,e
x,f,g,n,w,b,g,e,?,w,s,g,e
f,s,n,n,c,b,o,e,?,n,v,l,e
k,y,n,y,c,n,b,t,?,w,v,d,p
k,y,n,s,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,d,p
f,y,e,y,c,n,b,t,?,w,v,p,p
k,f,g,n,w,b,p,e,?,w,n,g,e
f,y,e,s,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,l,p
k,s,g,n,w,b,w,e,?,w,s,g,e
b,s,n,n,c,b,y,e,?,y,c,l,e
k,y,n,f,c,n,b,t,?,w,v,l,p
x,s,n,s,c,n,b,t,?,w,v,p,p
b,s,n,n,c,b,o,e,?,o,v,l,e
k,s,n,y,c,n,b,t,?,w,v,d,p
k,s,n,y,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,p,p
x,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,d,p
k,y,n,y,c,n,b,t,?,w,v,d,p
x,s,p,n,c,b,w,e,b,w,y,p,e
f,s,e,y,c,n,b,t,?,w,v,d,p
x,y,n,m,c,b,w,e,c,w,c,d,p
k,s,n,f,c,n,b,t,?,w,v,l,p
k,s,g,n,w,b,g,e,?,w,s,g,e
k,s,n,f,c,n,b,t,?,w,v,d,p
f,y,n,y,c,n,b,t,?,w,v,p,p
k,s,n,s,c,n,b,t,?,w,v,p,p
k,y,e,y,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,d,p
f,s,c,n,c,b,w,e,b,w,y,p,e
f,y,n,f,c,n,b,t,?,w,v,l,p
k,s,e,f,c,n,b,t,?,w,v,d,p
x,s,e,y,c,n,b,t,?,w,v,l,p
f,y,e,y,c,n,b,t,?,w,v,l,p
x,s,n,f,c,n,b,t,?,w,v,p,p
f,s,n,n,c,b,y,e,?,n,c,l,e
f,s,e,s,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,l,p
x,s,e,y,c,n,b,t,?,w,v,l,p
b,f,g,n,w,b,w,e,?,w,s,g,e
k,y,e,s,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,l,p
k,f,g,n,w,b,g,e,?,w,n,g,e
f,s,n,n,c,b,n,e,?,n,v,l,e
f,y,n,m,c,b,w,e,c,w,c,d,p
k,s,e,s,c,n,b,t,?,w,v,d,p
f,s,n,f,c,n,b,t,?,w,v,l,p
k,y,n,f,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,p,p
k,y,n,y,c,n,b,t,?,w,v,l,p
x,f,g,n,w,b,g,e,?,w,n,g,e
k,y,e,f,c,n,b,t,?,w,v,p,p
x,y,c,m,c,b,y,e,c,w,c,d,p
k,y,e,s,c,n,b,t,?,w,v,p,p
k,y,e,s,c,n,b,t,?,w,v,l,p
b,s,w,n,w,b,p,e,?,w,s,g,e
k,s,n,y,c,n,b,t,?,w,v,d,p
x,s,e,y,c,n,b,t,?,w,v,p,p
f,y,n,f,c,n,b,t,?,w,v,l,p
f,s,e,y,c,n,b,t,?,w,v,p,p
k,y,e,f,c,n,b,t,?,w,v,d,p
k,y,e,f,c,n,b,t,?,w,v,d,p
b,f,w,n,w,b,w,e,?,w,n,g,e
k,y,n,m,c,b,w,e,c,w,c,d,p
f,y,e,y,c,n,b,t,?,w,v,d,p
k,s,n,f,c,n,b,t,?,w,v,p,p
k,y,n,f,c,n,b,t,?,w,v,p,p
x,s,e,s,c,n,b,t,?,w,v,l,p
x,y,g,n,c,b,w,e,b,w,v,p,e
f,s,n,y,c,n,b,t,?,w,v,d,p
k,y,e,y,c,n,b,t,?,w,v,p,p
k,f,w,n,w,b,w,e,?,w,n,g,e
x,s,n,s,c,n,b,t,?,w,v,d,p
k,y,n,y,c,n,b,t,?,w,v,d,p
x,s,e,s,c,n,b,t,?,w,v,d,p
k,s,w,n,w,b,w,e,?,w,n,g,e
f,y,n,s,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,p,p
f,y,e,f,c,n,b,t,?,w,v,l,p
f,s,n,n,c,b,n,e,?,y,v,l,e
f,y,n,y,c,n,b,t,?,w,v,d,p
k,y,e,y,c,n,b,t,?,w,v,d,p
k,s,e,y,c,n,b,t,?,w,v,d,p
k,s,e,f,c,n,b,t,?,w,v,l,p
b,s,n,n,c,b,o,e,?,b,v,l,e
k,s,g,n,w,b,p,e,?,w,s,g,e
x,s,n,n,c,b,n,e,?,n,v,l,e
x,f,g,n,w,b,p,e,?,w,n,g,e
k,s,e,y,c,n,b,t,?,w,v,d,p
f,y,e,f,c,n,b,t,?,w,v,d,p
k,s,n,s,c,n,b,t,?,w,v,d,p
k,s,n,y,c,n,b,t,?,w,v,p,p
b,s,w,n,w,b,p,e,?,w,n,g,e
f,s,n,s,c,n,b,t,?,w,v,d,p
b,f,g,n,w,b,p,e,?,w,n,g,e
x,s,n,f,c,n,b,t,?,w,v,d,p
x,y,e,f,c,n,b,t,?,w,v,l,p
f,y,c,m,c,b,w,e,c,w,c,d,p
f,s,n,s,c,n,b,t,?,w,v,d,p
x,y,e,s,c,n,b,t,?,w,v,l,p
f,s,n,s,c,n,b,t,?,w,v,l,p
f,y,e,f,c,n,b,t,?,w,v,p,p
f,s,e,f,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,d,p
k,s,g,n,w,b,w,e,?,w,s,g,e
x,s,e,y,c,n,b,t,?,w,v,p,p
k,s,n,y,c,n,b,t,?,w,v,l,p
k,y,e,s,c,n,b,t,?,w,v,l,p
x,s,n,y,c,n,b,t,?,w,v,p,p
b,s,g,n,w,b,g,e,?,w,n,g,e
x,s,n,s,c,n,b,t,?,w,v,l,p
f,s,e,s,c,n,b,t,?,w,v,d,p
k,s,n,s,c,n,b,t,?,w,v,d,p
b,s,g,n,w,b,w,e,?,w,s,g,e
x,s,n,y,c,n,b,t,?,w,v,p,p
f,y,e,y,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,d,p
f,y,n,m,c,b,y,e,c,w,c,d,p
b,f,g,n,w,b,g,e,?,w,s,g,e
f,s,e,f,c,n,b,t,?,w,v,p,p
k,s,n,f,c,n,b,t,?,w,v,l,p
k,s,g,n,w,b,p,e,?,w,n,g,e
k,y,n,f,c,n,b,t,?,w,v,l,p
x,s,e,s,c,n,b,t,?,w,v,l,p
b,s,n,n,c,b,y,e,?,y,c,l,e
k,y,n,f,c,n,b,t,?,w,v,l,p
f,y,n,s,c,n,b,t,?,w,v,l,p
x,s,n,n,c,b,n,e,?,b,c,l,e
k,s,n,f,c,n,b,t,?,w,v,l,p
k,s,n,f,c,n,b,t,?,w,v,d,p
k,s,n,s,c,n,b,t,?,w,v,p,p
k,s,n,s,c,n,b,t,?,w,v,p,p
f,y,c,n,c,b,w,e,b,w,y,p,e
f,s,n,n,c,b,n,e,?,n,c,l,e
b,s,w,n,w,b,g,e,?,w,n,g,e
k,s,e,s,c,n,b,t,?,w,v,p,p
b,s,g,n,w,b,w,e,?,w,n,g,e
k,y,e,y,c,n,b,t,?,w,v,p,p
k,y,n,s,c,n,b,t,?,w,v,d,p
x,s,n,n,c,b,o,e,?,y,c,l,e
x,s,e,y,c,n,b,t,?,w,v,p,p
x,s,n,f,c,n,b,t,?,w,v,d,p
f,s,e,y,c,n,b,t,?,w,v,l,p
f,y,e,s,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,d,p
k,y,n,n,c,b,w,e,b,w,y,d,e
f,s,e,f,c,n,b,t,?,w,v,d,p
k,s,n,s,c,n,b,t,?,w,v,p,p
f,y,n,y,c,n,b,t,?,w,v,p,p
f,s,e,f,c,n,b,t,?,w,v,d,p
k,f,g,n,w,b,w,e,?,w,n,g,e
k,s,n,f,c,n,b,t,?,w,v,d,p
b,f,w,n,w,b,p,e,?,w,s,g,e
k,s,e,y,c,n,b,t,?,w,v,l,p
x,s,g,n,w,b,p,e,?,w,n,g,e
k,s,n,n,c,b,y,e,?,y,c,l,e
k,s,e,f,c,n,b,t,?,w,v,p,p
k,y,n,f,c,n,b,t,?,w,v,l,p
k,f,g,n,w,b,g,e,?,w,n,g,e
x,s,n,y,c,n,b,t,?,w,v,l,p
k,y,n,s,c,n,b,t,?,w,v,l,p
x,f,w,n,w,b,g,e,?,w,n,g,e
k,y,e,f,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,l,p
k,s,e,f,c,n,b,t,?,w,v,l,p
k,y,e,s,c,n,b,t,?,w,v,p,p
k,y,n,s,c,n,b,t,?,w,v,p,p
k,s,g,n,w,b,g,e,?,w,n,g,e
k,y,n,f,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,l,p
x,s,g,n,w,b,w,e,?,w,n,g,e
f,s,n,n,c,b,y,e,?,y,v,l,e
k,s,g,n,w,b,g,e,?,w,n,g,e
x,s,e,s,c,n,b,t,?,w,v,p,p
k,s,n,f,c,n,b,t,?,w,v,d,p
k,s,n,s,c,n,b,t,?,w,v,p,p
x,s,g,n,w,b,p,e,?,w,s,g,e
k,y,e,s,c,n,b,t,?,w,v,p,p
f,s,n,n,c,b,n,e,?,y,v,l,e
k,s,w,n,w,b,w,e,?,w,n,g,e
f,y,e,m,c,b,y,e,c,w,c,d,p
b,s,g,n,w,b,g,e,?,w,s,g,e
f,y,n,y,c,n,b,t,?,w,v,p,p
b,s,n,n,c,b,o,e,?,b,c,l,e
b,s,g,n,w,b,w,e,?,w,n,g,e
k,s,n,n,c,b,n,e,?,y,c,l,e
b,s,g,n,w,b,p,e,?,w,n,g,e
k,s,n,f,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,p,p
f,s,n,n,c,b,n,e,?,o,c,l,e
k,s,e,y,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,p,p
k,s,n,y,c,n,b,t,?,w,v,l,p
k,s,n,s,c,n,b,t,?,w,v,l,p
b,s,n,n,c,b,y,e,?,y,v,l,e
k,f,g,n,w,b,w,e,?,w,s,g,e
b,s,n,n,c,b,o,e,?,o,c,l,e
k,s,n,s,c,n,b,t,?,w,v,l,p
k,y,e,s,c,n,b,t,?,w,v,l,p
k,y,e,y,c,n,b,t,?,w,v,p,p
k,s,n,y,c,n,b,t,?,w,v,l,p
f,s,n,n,c,b,n,e,?,n,c,l,e
k,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,n,c,b,o,e,?,o,v,l,e
k,s,n,y,c,n,b,t,?,w,v,d,p
k,s,w,n,w,b,p,e,?,w,s,g,e
k,y,e,f,c,n,b,t,?,w,v,d,p
k,y,n,f,c,n,b,t,?,w,v,d,p
k,f,g,n,w,b,g,e,?,w,s,g,e
f,s,n,y,c,n,b,t,?,w,v,p,p
x,s,g,n,w,b,w,e,?,w,n,g,e
k,y,n,f,c,n,b,t,?,w,v,p,p
f,s,e,f,c,n,b,t,?,w,v,d,p
x,f,w,n,w,b,p,e,?,w,n,g,e
k,y,n,s,c,n,b,t,?,w,v,l,p
f,y,n,m,c,b,w,e,c,w,c,d,p
b,f,g,n,w,b,w,e,?,w,n,g,e
k,y,e,y,c,n,b,t,?,w,v,p,p
x,y,e,s,c,n,b,t,?,w,v,d,p
k,s,e,y,c,n,b,t,?,w,v,l,p
k,f,g,n,w,b,g,e,?,w,n,g,e
k,f,w,n,w,b,p,e,?,w,s,g,e
k,y,e,s,c,n,b,t,?,w,v,d,p
k,s,g,n,w,b,g,e,?,w,n,g,e
k,s,n,f,c,n,b,t,?,w,v,d,p
k,y,n,y,c,n,b,t,?,w,v,l,p
k,s,w,n,w,b,w,e,?,w,s,g,e
k,y,e,y,c,n,b,t,?,w,v,l,p
b,s,w,n,w,b,w,e,?,w,s,g,e
k,s,n,y,c,n,b,t,?,w,v,d,p
x,s,w,n,w,b,w,e,?,w,n,g,e
b,s,n,n,c,b,n,e,?,n,v,l,e
k,s,n,s,c,n,b,t,?,w,v,d,p
k,y,e,f,c,n,b,t,?,w,v,p,p
x,f,w,n,w,b,w,e,?,w,n,g,e
x,y,e,m,c,b,y,e,c,w,c,d,p
k,s,e,y,c,n,b,t,?,w,v,p,p
k,s,n,f,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,d,p
k,s,n,n,c,b,o,e,?,b,c,l,e
k,y,n,f,c,n,b,t,?,w,v,l,p
f,y,n,n,c,b,w,e,b,w,y,d,e
k,s,g,n,w,b,w,e,?,w,n,g,e
f,y,e,y,c,n,b,t,?,w,v,l,p
k,y,y,n,w,n,y,e,c,w,c,l,p
k,y,e,y,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,l,p
k,y,e,s,c,n,b,t,?,w,v,l,p
b,s,n,n,c,b,o,e,?,n,c,l,e
x,s,g,n,c,b,w,e,b,w,y,p,e
k,s,g,n,w,b,p,e,?,w,n,g,e
f,y,e,s,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,p,p
k,y,e,s,c,n,b,t,?,w,v,l,p
b,f,w,n,w,b,w,e,?,w,n,g,e
f,s,n,n,c,b,n,e,?,o,c,l,e
k,s,n,y,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,d,p
x,f,w,n,w,b,g,e,?,w,s,g,e
k,y,e,y,c,n,b,t,?,w,v,l,p
x,f,w,n,w,b,g,e,?,w,s,g,e
k,y,e,y,c,n,b,t,?,w,v,l,p
k,y,n,s,c,n,b,t,?,w,v,p,p
x,s,g,n,w,b,p,e,?,w,n,g,e
x,s,w,n,w,b,g,e,?,w,n,g,e
k,y,n,f,c,n,b,t,?,w,v,d,p
k,s,n,f,c,n,b,t,?,w,v,l,p
k,s,e,s,c,n,b,t,?,w,v,d,p
b,f,w,n,w,b,p,e,?,w,n,g,e
f,s,n,f,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,d,p
k,s,n,f,c,n,b,t,?,w,v,l,p
x,y,n,m,c,b,y,e,c,w,c,d,p
k,y,n,f,c,n,b,t,?,w,v,l,p
f,s,n,n,c,b,o,e,?,y,c,l,e
x,y,e,f,c,n,b,t,?,w,v,d,p
f,s,n,n,c,b,y,e,?,y,v,l,e
b,s,w,n,w,b,g,e,?,w,n,g,e
b,s,g,n,w,b,p,e,?,w,n,g,e
k,y,e,s,c,n,b,t,?,w,v,l,p
k,s,n,y,c,n,b,t,?,w,v,d,p
k,s,e,f,c,n,b,t,?,w,v,p,p
k,s,e,y,c,n,b,t,?,w,v,d,p
b,f,w,n,w,b,g,e,?,w,s,g,e
k,s,g,n,w,b,p,e,?,w,n,g,e
f,y,e,m,c,b,w,e,c,w,c,d,p
k,y,n,f,c,n,b,t,?,w,v,d,p
k,y,n,f,c,n,b,t,?,w,v,p,p
f,s,e,y,c,n,b,t,?,w,v,d,p
x,s,n,s,c,n,b,t,?,w,v,d,p
k,y,n,s,c,n,b,t,?,w,v,p,p
k,y,c,m,c,b,y,e,c,w,c,d,p
k,y,n,s,c,n,b,t,?,w,v,d,p
k,s,w,n,w,b,g,e,?,w,n,g,e
f,y,n,y,c,n,b,t,?,w,v,l,p
b,f,g,n,w,b,p,e,?,w,s,g,e
f,s,e,f,c,n,b,t,?,w,v,d,p
k,s,e,y,c,n,b,t,?,w,v,l,p
k,s,g,n,w,b,p,e,?,w,s,g,e
x,s,g,n,w,b,p,e,?,w,s,g,e
k,s,e,y,c,n,b,t,?,w,v,l,p
k,s,n,n,c,b,n,e,?,y,c,l,e
f,y,p,n,c,b,w,e,b,w,y,p,e
b,s,w,n,w,b,g,e,?,w,n,g,e
f,y,n,s,c,n,b,t,?,w,v,l,p
f,s,e,f,c,n,b,t,?,w,v,p,p
k,s,e,f,c,n,b,t,?,w,v,l,p
k,f,g,n,w,b,p,e,?,w,n,g,e
x,f,w,n,w,b,p,e,?,w,s,g,e
x,s,c,n,c,b,w,e,b,w,y,p,e
k,f,g,n,w,b,w,e,?,w,s,g,e
k,s,e,y,c,n,b,t,?,w,v,l,p
k,y,e,y,c,n,b,t,?,w,v,p,p
k,s,n,y,c,n,b,t,?,w,v,p,p
x,y,e,f,c,n,b,t,?,w,v,p,p
k,s,n,n,c,b,o,e,?,o,c,l,e
f,y,y,n,w,n,w,e,c,w,c,l,p
x,y,c,m,c,b,w,e,c,w,c,d,p
x,s,n,y,c,n,b,t,?,w,v,d,p
x,y,p,n,c,b,w,e,b,w,v,p,e
k,y,n,s,c,n,b,t,?,w,v,p,p
k,s,g,n,w,b,g,e,?,w,n,g,e
b,s,g,n,w,b,p,e,?,w,s,g,e
k,s,e,f,c,n,b,t,?,w,v,p,p
x,s,n,n,c,b,o,e,?,b,v,l,e
b,s,n,n,c,b,o,e,?,b,v,l,e
f,s,n,n,c,b,w,e,b,w,y,p,e
k,s,g,n,w,b,g,e,?,w,s,g,e
f,s,n,y,c,n,b,t,?,w,v,d,p
k,s,n,f,c,n,b,t,?,w,v,d,p
f,y,n,s,c,n,b,t,?,w,v,l,p
k,y,e,y,c,n,b,t,?,w,v,d,p
k,s,n,f,c,n,b,t,?,w,v,l,p
k,s,e,y,c,n,b,t,?,w,v,p,p
b,s,w,n,w,b,w,e,?,w,n,g,e
k,y,n,m,c,b,y,e,c,w,c,d,p
k,y,e,y,c,n,b,t,?,w,v,d,p
k,s,n,n,c,b,o,e,?,y,v,l,e
k,s,e,f,c,n,b,t,?,w,v,p,p
b,s,w,n,w,b,w,e,?,w,s,g,e
x,s,g,n,w,b,p,e,?,w,s,g,e
k,s,n,s,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,p,p
k,s,n,f,c,n,b,t,?,w,v,d,p
k,y,e,f,c,n,b,t,?,w,v,p,p
k,s,e,s,c,n,b,t,?,w,v,l,p
k,y,n,y,c,n,b,t,?,w,v,p,p
b,s,g,n,w,b,p,e,?,w,s,g,e
k,y,e,y,c,n,b,t,?,w,v,p,p
b,f,w,n,w,b,g,e,?,w,s,g,e
c,y,y,n,w,n,y,e,c,w,c,l,p
x,s,n,s,c,n,b,t,?,w,v,p,p
k,y,e,y,c,n,b,t,?,w,v,l,p
x,s,g,n,w,b,g,e,?,w,s,g,e
b,s,n,n,c,b,n,e,?,y,v,l,e
k,y,e,y,c,n,b,t,?,w,v,l,p
b,s,n,n,c,b,o,e,?,n,c,l,e
k,y,e,y,c,n,b,t,?,w,v,l,p
k,y,e,f,c,n,b,t,?,w,v,l,p
k,s,e,y,c,n,b,t,?,w,v,p,p
b,s,g,n,w,b,p,e,?,w,s,g,e
k,s,n,n,c,b,n,e,?,n,c,l,e
b,s,n,n,c,b,y,e,?,n,v,l,e
x,s,n,f,c,n,b,t,?,w,v,d,p
x,s,g,n,c,b,w,e,b,w,v,p,e
x,f,g,n,w,b,w,e,?,w,s,g,e
k,s,n,s,c,n,b,t,?,w,v,l,p
k,f,g,n,w,b,p,e,?,w,n,g,e
k,s,n,f,c,n,b,t,?,w,v,p,p
k,y,e,y,c,n,b,t,?,w,v,d,p
